jung,result
Elise,0
Gragas,1
Gragas,1
Volibear,1
Taliyah,1
Sejuani,1
Gragas,0
Sylas,1
Rek'Sai,1
Lee Sin,1
Kindred,1
Kindred,1
Kha'Zix,1
Kindred,1
Taliyah,1
Sejuani,1
Xin Zhao,0
Sejuani,1
Rek'Sai,1
Lee Sin,1
Rek'Sai,1
Sejuani,1
Rek'Sai,1
Kindred,0
Karthus,1
Sejuani,1
Sejuani,1
Lee Sin,1
Lee Sin,1
Karthus,1
Lee Sin,1
Jarvan IV,1
Taliyah,1
Rek'Sai,1
Nocturne,1
Lee Sin,1
Lee Sin,0
Camille,1
Karthus,1
Aatrox,1
Olaf,0
Sejuani,1
Jarvan IV,1
Elise,1
Nidalee,1
Sejuani,1
Sejuani,1
Evelynn,1
Rek'Sai,1
Graves,1
Taliyah,0
Elise,1
Sejuani,0
Graves,1
Xin Zhao,1
Kayn,0
Kayn,1
Sejuani,1
Taliyah,0
Sejuani,1
Sejuani,1
Karthus,0
Fiddlesticks,1
Lee Sin,1
Rek'Sai,0
Kindred,1
Olaf,1
Elise,0
Rek'Sai,1
Sejuani,1
Kayn,1
Olaf,1
Kindred,1
Kayn,1
Rammus,1
Rengar,0
Jarvan IV,1
Karthus,1
Udyr,0
Kha'Zix,1
Karthus,1
Kayn,1
Amumu,1
Karthus,1
Karthus,0
Nidalee,1
Taliyah,1
Rek'Sai,0
Karthus,1
Nidalee,1
Xin Zhao,1
Kayn,1
Hecarim,1
Kayn,0
Sejuani,1
Gragas,1
Rengar,1
Sejuani,1
Nunu & Willump,1
Evelynn,1
Sejuani,1
Master Yi,1
Lee Sin,1
Karthus,1
Rammus,1
Shaco,1
Skarner,0
Skarner,1
Kai'Sa,1
Evelynn,1
Gragas,1
Kha'Zix,1
Kha'Zix,1
Lee Sin,1
Gragas,1
Gragas,1
Jax,1
Camille,1
Sejuani,1
Lee Sin,0
Rek'Sai,1
Olaf,1
Xin Zhao,1
Lee Sin,0
Shyvana,1
Sejuani,1
Sejuani,0
Master Yi,1
Master Yi,1
Kayn,1
Aatrox,1
Fiddlesticks,1
Elise,1
Evelynn,1
Master Yi,1
Gragas,1
Evelynn,1
Sejuani,1
Lee Sin,0
Rek'Sai,1
Sylas,1
Vi,1
Xin Zhao,1
Lee Sin,1
Nunu & Willump,1
Sejuani,1
Sejuani,0
Aatrox,1
Jarvan IV,1
Kindred,1
Trundle,0
Elise,0
Lee Sin,1
Jax,1
Sejuani,1
Hecarim,1
Rek'Sai,1
Skarner,0
Kindred,0
Olaf,1
Sylas,1
Elise,1
Xin Zhao,0
Xin Zhao,0
Graves,1
Elise,1
Lee Sin,0
Kindred,1
Fiddlesticks,1
Zac,1
Elise,0
Lee Sin,1
Pantheon,0
Hecarim,1
Nunu & Willump,1
Aatrox,0
Nunu & Willump,1
Kayn,1
Zac,1
Gragas,1
Jarvan IV,1
Elise,0
Amumu,1
Kindred,1
Kayn,1
Hecarim,1
Gragas,1
Rammus,1
Jarvan IV,1
Taliyah,1
Kayn,0
Elise,1
Sejuani,1
Kha'Zix,1
Nunu & Willump,1
Elise,1
Taliyah,1
Kha'Zix,1
Elise,1
Evelynn,1
Jarvan IV,1
Kayn,0
Jarvan IV,1
Udyr,1
Kha'Zix,0
Elise,1
Kayn,1
Jax,1
Amumu,1
Evelynn,1
Nunu & Willump,1
Hecarim,1
Aatrox,0
Kayn,1
Vi,1
Gragas,1
Vi,1
Rek'Sai,1
Kayn,0
Hecarim,1
Taliyah,1
Evelynn,1
Taliyah,1
Jarvan IV,0
Sejuani,1
Jarvan IV,1
Kayn,0
Jarvan IV,0
Olaf,1
Rengar,1
Rengar,1
Jarvan IV,1
Hecarim,1
Sejuani,0
Rengar,1
Jarvan IV,1
Hecarim,1
Sejuani,1
Hecarim,1
Xin Zhao,1
Rek'Sai,0
Rengar,1
Vi,1
Jax,1
Karthus,1
Nocturne,1
Lee Sin,1
Taliyah,0
Master Yi,0
Nidalee,1
Sejuani,1
Shaco,1
Nunu & Willump,0
Sejuani,1
Poppy,1
Elise,1
Udyr,1
Udyr,1
Jarvan IV,1
Amumu,1
Master Yi,1
Kayn,0
Sylas,1
Taliyah,1
Vi,1
Rammus,1
Elise,1
Vi,1
Karthus,1
Taliyah,1
Gragas,1
Rek'Sai,1
Elise,0
Gragas,1
Kindred,1
Sejuani,0
Elise,1
Lee Sin,1
Kindred,1
Camille,1
Lee Sin,0
Rek'Sai,1
Shyvana,1
Gragas,1
Kindred,1
Taliyah,1
Taliyah,1
Kayn,1
Rek'Sai,1
Jarvan IV,0
Nidalee,1
Sejuani,0
Gragas,1
Gragas,1
Rengar,1
Lee Sin,1
Lee Sin,1
Karthus,0
Gragas,1
Jarvan IV,1
Taliyah,1
Lee Sin,1
Rengar,1
Mordekaiser,1
Nunu & Willump,1
Kayn,1
Elise,1
Rengar,1
Sejuani,1
Lee Sin,1
Lee Sin,1
Kayn,1
Elise,1
Lee Sin,1
Rek'Sai,1
Taliyah,1
Ivern,1
Kindred,1
Kayn,1
Vi,1
Lee Sin,1
Gragas,0
Jarvan IV,0
Sejuani,1
Taliyah,1
Graves,1
Camille,1
Hecarim,1
Elise,1
Hecarim,0
Hecarim,1
Hecarim,1
Sejuani,0
