jung,result
Master Yi,0
Gragas,0
Elise,1
Gragas,1
Kayn,1
Skarner,1
Elise,1
Kindred,1
Kha'Zix,1
Karthus,1
Lee Sin,1
Olaf,0
Elise,0
Lee Sin,1
Kha'Zix,1
Lee Sin,1
Aatrox,1
Kha'Zix,1
Kindred,1
Kha'Zix,1
Kha'Zix,1
Morgana,0
Jarvan IV,1
