jung,result
Mordekaiser,1
Sejuani,0
Volibear,1
Elise,1
Kayn,1
Shaco,1
Elise,0
Kindred,1
Hecarim,0
Shaco,1
Kha'Zix,1
Volibear,0
Rengar,1
Mordekaiser,1
Kha'Zix,1
Elise,1
Vi,1
Rek'Sai,1
Kayn,1
Xin Zhao,1
Gragas,1
Rammus,1
Hecarim,1
Hecarim,0
Hecarim,1
Gragas,0
Skarner,1
Kayn,1
Sejuani,1
Gragas,1
Hecarim,1
Evelynn,1
Graves,1
Elise,0
Jarvan IV,1
Rek'Sai,0
Shyvana,1
Taliyah,1
Shaco,0
Ivern,1
Lee Sin,1
Elise,1
Elise,1
Sejuani,1
Lee Sin,1
Shaco,1
Rengar,0
Graves,1
Rek'Sai,0
Sejuani,0
Kayn,0
Vayne,1
Amumu,0
Rek'Sai,1
Kayn,1
Gragas,0
Kayn,1
Hecarim,1
Xin Zhao,1
Ivern,1
Hecarim,1
Mordekaiser,1
Lee Sin,1
Hecarim,1
Skarner,1
Sejuani,1
Twitch,1
Taliyah,1
Pantheon,1
Xin Zhao,1
Elise,1
Elise,1
Rek'Sai,0
Nidalee,1
Gragas,0
Lee Sin,1
Nocturne,0
Gragas,0
Zac,1
Vi,0
Karthus,1
Rek'Sai,1
Elise,0
Kindred,1
Nunu & Willump,0
Lee Sin,1
Lee Sin,1
Kayn,1
Lee Sin,1
Elise,1
Olaf,1
Lee Sin,0
Fiddlesticks,1
Karthus,1
Nidalee,1
Aatrox,1
Sejuani,1
Elise,1
Rek'Sai,1
Nocturne,1
Sejuani,1
Lee Sin,1
Graves,1
Rengar,1
Zac,1
Evelynn,1
